Flight_ID,Date,Route,Aircraft_Type,Passengers,Ticket_Price_USD,Delay_Minutes,Weather_Condition,Maintenance_Status,Customer_Satisfaction_Score
FL05230,2025-08-29,JFK-CDG,Boeing 787,197,573.71,3,Clear,Routine,3
FL05231,2025-05-29,SFO-HND,Airbus A380,106,475.55,6,Rain,Routine,1
FL05232,2025-01-27,JFK-LHR,Boeing 777,54,495.07,31,Clear,Routine,4
FL05233,2025-10-18,DXB-LHR,Boeing 787,63,1384.83,9,Rain,Urgent,2
FL05234,2025-05-18,DXB-LHR,Airbus A320,329,1413.92,4,Fog,Cleared,4
FL05235,2025-12-14,JFK-CDG,Airbus A380,373,314.87,21,Snow,Delayed,1
FL05236,2025-06-10,DXB-LHR,Airbus A320,353,992.0,6,Clear,Routine,1
FL05237,2025-01-27,BOM-LHR,Boeing 787,265,955.29,7,Clear,Routine,4
FL05238,2025-03-02,SFO-HND,Airbus A320,224,738.18,24,Clear,Routine,5
FL05239,2025-04-21,JFK-LHR,Airbus A320,365,1039.62,33,Fog,Routine,5
FL05240,2025-09-15,BOM-LHR,Airbus A320,52,1434.21,33,Storm,Delayed,3
FL05241,2025-03-02,SFO-HND,Boeing 777,186,462.82,16,Clear,Routine,5
FL05242,2025-06-06,SIN-SYD,Boeing 777,149,400.51,15,Clear,Cleared,1
FL05243,2025-05-21,DEL-SFO,Boeing 777,132,291.74,38,Rain,Delayed,5
FL05244,2025-02-18,JFK-CDG,Airbus A380,329,704.79,5,Storm,Cleared,4
FL05245,2025-11-17,DXB-LHR,Boeing 787,181,672.04,4,Fog,Routine,2
FL05246,2025-04-01,SIN-SYD,Boeing 777,50,788.52,27,Rain,Routine,2
FL05247,2025-11-16,DXB-LHR,Airbus A320,165,879.14,13,Clear,Routine,3
FL05248,2025-10-08,BOM-LHR,Airbus A320,251,1197.28,30,Rain,Routine,1
FL05249,2025-07-30,JFK-LHR,Airbus A320,189,740.14,7,Fog,Cleared,5
FL05250,2025-06-26,JFK-LHR,Airbus A320,195,663.27,9,Rain,Routine,1
FL05251,2025-10-29,JFK-LHR,Airbus A350,315,1283.6,56,Clear,Routine,1
FL05252,2025-10-22,DXB-LHR,Airbus A380,251,1312.25,13,Rain,Routine,2
FL05253,2025-02-17,SIN-SYD,Boeing 787,201,540.96,22,Fog,Cleared,5
FL05254,2025-07-27,JFK-LHR,Boeing 787,271,643.34,2,Clear,Routine,3
FL05255,2025-03-18,SIN-SYD,Boeing 777,128,1281.4,4,Clear,Delayed,4
FL05256,2025-01-14,DXB-LHR,Airbus A350,249,349.26,0,Rain,Routine,3
FL05257,2025-08-27,BOM-LHR,Boeing 787,299,657.31,13,Rain,Urgent,2
FL05258,2025-01-04,SIN-SYD,Airbus A380,148,810.44,112,Clear,Routine,2
FL05259,2025-10-20,BOM-LHR,Airbus A320,262,483.84,51,Rain,Routine,2
FL05260,2025-08-23,DXB-LHR,Boeing 777,192,474.89,25,Clear,Delayed,2
FL05261,2025-10-25,DXB-LHR,Airbus A380,239,781.08,49,Fog,Delayed,1
FL05262,2025-05-22,JFK-CDG,Boeing 787,350,1193.15,22,Fog,Routine,5
FL05263,2025-07-25,DXB-LHR,Airbus A350,101,1300.29,11,Clear,Delayed,4
FL05264,2025-06-15,DXB-LHR,Boeing 777,161,1474.04,4,Fog,Routine,2
FL05265,2025-12-08,SFO-HND,Boeing 787,184,342.48,26,Clear,Cleared,2
FL05266,2025-09-27,JFK-LHR,Boeing 777,161,520.85,5,Rain,Routine,1
FL05267,2025-04-24,JFK-CDG,Boeing 787,62,1195.79,13,Clear,Routine,4
FL05268,2025-07-01,DEL-SFO,Airbus A320,322,925.75,43,Clear,Routine,2
FL05269,2025-12-02,JFK-CDG,Airbus A350,282,659.6,3,Fog,Routine,5
FL05270,2025-10-06,JFK-CDG,Airbus A320,93,506.99,3,Fog,Routine,5
FL05271,2025-01-02,DEL-SFO,Boeing 787,122,600.6,6,Clear,Routine,1
FL05272,2025-04-14,SFO-HND,Airbus A380,310,786.61,20,Clear,Routine,2
FL05273,2025-04-19,BOM-LHR,Airbus A320,280,471.44,7,Clear,Routine,4
FL05274,2025-02-25,DXB-LHR,Airbus A380,82,1455.28,17,Fog,Routine,1
FL05275,2025-11-28,JFK-LHR,Boeing 787,117,384.49,8,Clear,Delayed,1
FL05276,2025-05-30,SIN-SYD,Airbus A350,65,1481.97,17,Clear,Delayed,3
FL05277,2025-01-04,DEL-SFO,Airbus A380,199,1302.37,8,Snow,Routine,1
FL05278,2025-11-20,BOM-LHR,Boeing 787,341,778.94,97,Fog,Routine,2
FL05279,2025-01-05,DEL-SFO,Airbus A380,151,1174.77,16,Clear,Routine,3
FL05280,2025-07-14,DXB-LHR,Airbus A320,235,1089.39,34,Storm,Delayed,1
FL05281,2025-01-30,SFO-HND,Boeing 787,74,516.61,30,Rain,Cleared,5
FL05282,2025-04-21,DEL-SFO,Airbus A320,121,673.84,16,Clear,Routine,4
FL05283,2025-01-20,DXB-LHR,Boeing 777,130,891.4,6,Snow,Delayed,1
FL05284,2025-02-03,DXB-LHR,Boeing 787,110,1047.31,17,Rain,Routine,2
FL05285,2025-04-15,SFO-HND,Airbus A380,67,928.62,28,Clear,Routine,4
FL05286,2025-05-27,JFK-CDG,Boeing 777,291,841.23,15,Clear,Routine,1
FL05287,2025-03-12,JFK-CDG,Airbus A320,107,803.94,2,Snow,Routine,4
FL05288,2025-03-05,JFK-LHR,Airbus A320,381,872.83,0,Clear,Delayed,5
FL05289,2025-12-03,JFK-LHR,Airbus A380,106,792.94,9,Clear,Delayed,3
FL05290,2025-10-25,JFK-CDG,Boeing 777,146,926.66,4,Clear,Cleared,3
FL05291,2025-07-08,BOM-LHR,Airbus A350,264,1359.98,59,Clear,Routine,4
FL05292,2025-11-23,SIN-SYD,Airbus A380,368,1041.04,4,Clear,Routine,1
FL05293,2025-01-21,DXB-LHR,Airbus A320,61,1153.28,12,Clear,Routine,3
FL05294,2025-07-07,SIN-SYD,Boeing 787,60,996.85,31,Clear,Routine,2
FL05295,2025-02-08,DXB-LHR,Boeing 777,212,1053.77,42,Clear,Routine,3
FL05296,2025-02-01,JFK-CDG,Airbus A350,332,972.94,16,Clear,Delayed,4
FL05297,2025-06-19,JFK-LHR,Boeing 787,266,283.58,4,Rain,Routine,2
FL05298,2025-07-24,BOM-LHR,Boeing 777,372,1499.5,7,Rain,Cleared,5
FL05299,2025-03-22,JFK-LHR,Airbus A380,290,292.01,13,Clear,Routine,2
FL05300,2025-11-19,SIN-SYD,Airbus A380,394,743.94,11,Fog,Delayed,4
FL05301,2025-05-02,JFK-LHR,Boeing 777,94,381.39,10,Rain,Cleared,5
FL05302,2025-12-17,JFK-CDG,Airbus A350,130,371.16,3,Rain,Routine,1
FL05303,2025-02-22,BOM-LHR,Boeing 777,304,1241.91,61,Clear,Routine,3
FL05304,2025-04-30,SIN-SYD,Boeing 787,116,782.41,0,Clear,Delayed,3
FL05305,2025-05-03,BOM-LHR,Boeing 787,151,1251.42,14,Fog,Urgent,4
FL05306,2025-07-27,DXB-LHR,Airbus A380,140,590.98,98,Clear,Routine,3
FL05307,2025-06-12,JFK-LHR,Boeing 777,91,570.58,26,Rain,Routine,4
FL05308,2025-07-28,BOM-LHR,Airbus A380,325,564.04,10,Clear,Routine,5
FL05309,2025-04-24,SFO-HND,Airbus A350,353,1020.18,3,Fog,Routine,4
FL05310,2025-08-05,JFK-LHR,Boeing 787,323,1268.75,83,Clear,Cleared,1
FL05311,2025-01-08,DXB-LHR,Airbus A320,126,815.33,0,Clear,Routine,4
FL05312,2025-08-24,BOM-LHR,Airbus A320,283,724.06,28,Rain,Delayed,3
FL05313,2025-01-15,SIN-SYD,Boeing 777,251,1466.97,53,Clear,Urgent,2
FL05314,2025-06-14,DXB-LHR,Boeing 777,270,395.94,0,Clear,Delayed,5
FL05315,2025-12-24,SFO-HND,Airbus A320,311,858.29,32,Clear,Routine,3
FL05316,2025-12-26,BOM-LHR,Boeing 777,88,760.61,168,Clear,Routine,1
FL05317,2025-12-11,DEL-SFO,Boeing 787,60,372.66,25,Clear,Cleared,4
FL05318,2025-06-12,DEL-SFO,Airbus A350,161,585.25,13,Rain,Routine,5
FL05319,2025-11-29,JFK-CDG,Airbus A350,157,285.55,51,Snow,Routine,4
FL05320,2025-01-30,JFK-LHR,Airbus A380,143,1346.19,20,Fog,Urgent,5
FL05321,2025-05-10,SIN-SYD,Boeing 787,360,1009.81,34,Clear,Routine,3
FL05322,2025-12-02,JFK-CDG,Boeing 777,133,1268.77,22,Clear,Routine,2
FL05323,2025-08-28,BOM-LHR,Boeing 777,107,901.94,0,Fog,Cleared,2
FL05324,2025-05-27,DEL-SFO,Airbus A380,342,999.39,5,Storm,Delayed,1
FL05325,2025-10-30,DEL-SFO,Airbus A380,65,1126.07,2,Rain,Routine,3
FL05326,2025-03-19,DEL-SFO,Boeing 777,375,1385.01,2,Clear,Routine,3
FL05327,2025-08-12,BOM-LHR,Boeing 777,142,364.69,0,Fog,Routine,3
FL05328,2025-05-13,DEL-SFO,Boeing 787,214,663.69,13,Clear,Routine,4
FL05329,2025-10-30,DXB-LHR,Airbus A380,264,1136.28,4,Clear,Routine,3
FL05330,2025-12-11,BOM-LHR,Boeing 787,193,1447.94,48,Snow,Routine,2
FL05331,2025-09-05,SIN-SYD,Boeing 777,323,1476.01,34,Clear,Cleared,5
FL05332,2025-05-15,JFK-CDG,Airbus A320,187,1047.63,21,Clear,Routine,5
FL05333,2025-12-24,SIN-SYD,Airbus A320,253,492.0,16,Rain,Routine,5
FL05334,2025-06-25,SFO-HND,Boeing 777,351,399.01,7,Snow,Delayed,2
FL05335,2025-03-26,DEL-SFO,Airbus A380,259,1432.55,16,Storm,Delayed,2
FL05336,2025-05-07,SFO-HND,Airbus A320,68,792.41,25,Clear,Routine,5
FL05337,2025-01-30,JFK-LHR,Airbus A380,343,493.52,38,Clear,Routine,1
FL05338,2025-04-09,JFK-LHR,Airbus A320,342,1417.37,2,Clear,Cleared,1
FL05339,2025-07-16,SFO-HND,Airbus A380,350,380.66,30,Fog,Routine,2
FL05340,2025-12-11,BOM-LHR,Airbus A320,211,1161.96,33,Clear,Delayed,4
FL05341,2025-09-18,SIN-SYD,Airbus A380,179,1031.58,20,Clear,Cleared,4
FL05342,2025-02-01,SFO-HND,Boeing 787,93,359.67,6,Clear,Routine,2
FL05343,2025-02-02,JFK-LHR,Airbus A380,132,673.44,19,Clear,Cleared,5
FL05344,2025-05-06,SFO-HND,Boeing 787,173,437.41,17,Fog,Delayed,5
FL05345,2025-04-22,BOM-LHR,Boeing 787,76,1005.62,16,Clear,Routine,3
FL05346,2025-01-16,SFO-HND,Boeing 777,353,846.39,15,Snow,Routine,3
FL05347,2025-05-08,SIN-SYD,Boeing 787,399,255.34,2,Clear,Cleared,3
FL05348,2025-08-13,JFK-CDG,Airbus A350,56,1469.64,5,Clear,Routine,3
FL05349,2025-09-05,BOM-LHR,Boeing 787,390,686.98,2,Fog,Routine,4
FL05350,2025-11-11,JFK-LHR,Airbus A380,248,572.76,6,Rain,Delayed,5
FL05351,2025-06-09,SIN-SYD,Boeing 787,161,528.05,7,Rain,Delayed,1
FL05352,2025-03-27,SFO-HND,Airbus A380,138,448.52,7,Snow,Routine,4
FL05353,2025-12-30,SFO-HND,Airbus A380,177,1498.92,5,Clear,Routine,5
FL05354,2025-01-11,JFK-CDG,Airbus A350,279,618.89,33,Clear,Delayed,3
FL05355,2025-03-29,JFK-LHR,Boeing 787,67,756.89,42,Clear,Routine,3
FL05356,2025-01-06,JFK-LHR,Boeing 787,338,1339.19,9,Storm,Routine,2
FL05357,2025-07-29,DXB-LHR,Airbus A320,210,1052.36,9,Clear,Routine,4
FL05358,2025-12-09,JFK-LHR,Airbus A320,330,710.87,46,Clear,Routine,4
FL05359,2025-04-09,JFK-CDG,Boeing 777,215,1372.91,24,Fog,Routine,2
FL05360,2025-12-27,DEL-SFO,Airbus A380,309,1187.16,8,Clear,Urgent,3
FL05361,2025-02-11,DXB-LHR,Airbus A350,239,534.88,31,Clear,Routine,4
FL05362,2025-08-27,DXB-LHR,Airbus A320,387,1054.67,10,Clear,Urgent,2
FL05363,2025-04-02,SFO-HND,Boeing 787,315,1403.0,22,Fog,Urgent,3
FL05364,2025-04-11,SFO-HND,Boeing 777,340,870.58,122,Fog,Routine,2
FL05365,2025-10-19,JFK-LHR,Airbus A350,328,1167.02,8,Clear,Routine,1
FL05366,2025-07-14,DXB-LHR,Boeing 787,266,1463.88,66,Clear,Cleared,3
FL05367,2025-04-29,SFO-HND,Boeing 787,370,1113.02,9,Clear,Routine,2
FL05368,2025-11-13,JFK-CDG,Airbus A380,387,378.05,19,Clear,Routine,3
FL05369,2025-08-19,SFO-HND,Airbus A380,256,555.7,15,Clear,Routine,4
FL05370,2025-11-12,BOM-LHR,Airbus A320,202,993.87,38,Clear,Delayed,2
FL05371,2025-02-16,BOM-LHR,Airbus A320,230,594.44,1,Fog,Routine,1
FL05372,2025-01-20,SFO-HND,Boeing 787,261,1446.93,24,Clear,Routine,2
FL05373,2025-06-29,DXB-LHR,Boeing 787,322,756.69,35,Rain,Urgent,3
FL05374,2025-08-01,DEL-SFO,Airbus A320,252,821.54,15,Clear,Cleared,5
FL05375,2025-06-02,DEL-SFO,Airbus A320,254,1127.0,2,Clear,Routine,5
FL05376,2025-10-18,DXB-LHR,Boeing 787,202,905.31,7,Clear,Routine,1
FL05377,2025-12-26,SIN-SYD,Airbus A350,219,727.68,28,Snow,Delayed,2
FL05378,2025-04-10,DEL-SFO,Boeing 787,290,345.8,56,Rain,Delayed,3
FL05379,2025-11-06,BOM-LHR,Airbus A350,336,995.56,13,Clear,Routine,4
FL05380,2025-11-25,JFK-CDG,Airbus A350,294,1334.48,20,Clear,Routine,5
FL05381,2025-01-20,DXB-LHR,Boeing 787,370,1107.2,6,Fog,Routine,4
FL05382,2025-09-25,JFK-LHR,Boeing 777,129,726.87,13,Rain,Routine,3
FL05383,2025-05-13,BOM-LHR,Airbus A320,141,409.66,10,Rain,Delayed,1
FL05384,2025-12-26,JFK-CDG,Airbus A380,198,1270.42,26,Clear,Routine,5
FL05385,2025-08-23,JFK-CDG,Boeing 787,79,1427.19,104,Snow,Routine,2
FL05386,2025-10-24,DXB-LHR,Airbus A350,172,735.34,41,Clear,Routine,1
FL05387,2025-02-06,JFK-CDG,Boeing 787,375,1160.8,5,Clear,Delayed,3
FL05388,2025-05-26,DXB-LHR,Airbus A320,78,763.45,21,Clear,Delayed,2
FL05389,2025-04-12,DEL-SFO,Airbus A350,308,877.83,1,Clear,Routine,2
FL05390,2025-01-13,SFO-HND,Airbus A380,235,1295.6,7,Clear,Routine,5
FL05391,2025-08-07,BOM-LHR,Airbus A380,124,354.28,4,Clear,Routine,1
FL05392,2025-04-05,SIN-SYD,Airbus A380,94,912.92,10,Clear,Routine,4
FL05393,2025-12-16,SFO-HND,Boeing 777,118,518.28,28,Rain,Routine,1
FL05394,2025-09-12,BOM-LHR,Airbus A350,259,674.76,17,Fog,Routine,5
FL05395,2025-05-25,DXB-LHR,Airbus A350,288,1055.54,67,Clear,Routine,2
FL05396,2025-01-02,BOM-LHR,Boeing 777,389,284.04,5,Clear,Routine,1
FL05397,2025-05-29,DEL-SFO,Airbus A350,357,992.28,11,Clear,Urgent,5
FL05398,2025-05-12,DXB-LHR,Boeing 777,241,604.3,10,Clear,Urgent,5
FL05399,2025-11-06,SFO-HND,Boeing 787,152,1086.86,6,Clear,Routine,4
FL05400,2025-01-27,JFK-LHR,Airbus A320,290,426.98,124,Clear,Routine,2
FL05401,2025-09-08,JFK-LHR,Airbus A380,302,1169.76,12,Clear,Routine,1
FL05402,2025-11-13,BOM-LHR,Boeing 777,269,1057.05,70,Storm,Routine,3
FL05403,2025-11-29,JFK-LHR,Boeing 777,385,1464.05,12,Fog,Routine,3
FL05404,2025-08-07,DXB-LHR,Boeing 777,266,1389.04,5,Snow,Routine,3
FL05405,2025-02-10,JFK-CDG,Boeing 787,251,604.13,3,Clear,Delayed,5
FL05406,2025-02-06,DXB-LHR,Boeing 777,78,284.15,48,Rain,Routine,4
FL05407,2025-01-09,JFK-CDG,Airbus A320,261,1069.21,0,Clear,Routine,3
FL05408,2025-08-23,SFO-HND,Airbus A320,203,1003.61,83,Clear,Routine,3
FL05409,2025-08-04,SIN-SYD,Airbus A380,280,284.29,13,Fog,Delayed,1
FL05410,2025-08-23,JFK-CDG,Boeing 787,151,403.35,7,Rain,Cleared,4
FL05411,2025-02-13,JFK-LHR,Airbus A320,364,980.88,24,Rain,Routine,2
FL05412,2025-10-25,DXB-LHR,Airbus A350,226,1389.78,3,Clear,Routine,2
FL05413,2025-03-18,SFO-HND,Airbus A350,230,1383.13,1,Fog,Routine,2
FL05414,2025-01-30,JFK-LHR,Airbus A350,281,439.36,43,Snow,Routine,1
FL05415,2025-12-07,SFO-HND,Boeing 777,61,730.72,13,Clear,Routine,1
FL05416,2025-05-19,SIN-SYD,Boeing 777,235,304.0,18,Clear,Routine,5
FL05417,2025-02-28,DEL-SFO,Airbus A350,298,836.59,4,Clear,Delayed,2
FL05418,2025-10-07,DXB-LHR,Airbus A380,315,1191.35,1,Clear,Routine,2
FL05419,2025-06-29,BOM-LHR,Airbus A380,184,1237.47,11,Rain,Delayed,5
FL05420,2025-03-01,DXB-LHR,Boeing 777,294,873.74,17,Clear,Routine,2
FL05421,2025-01-23,SIN-SYD,Airbus A350,80,369.84,36,Fog,Cleared,5
FL05422,2025-07-03,DXB-LHR,Airbus A380,396,726.7,17,Storm,Routine,1
FL05423,2025-11-01,BOM-LHR,Boeing 777,308,1415.13,38,Clear,Routine,5
FL05424,2025-04-13,JFK-CDG,Airbus A350,153,537.02,3,Clear,Cleared,5
FL05425,2025-10-28,SFO-HND,Boeing 787,50,649.69,1,Clear,Routine,3
FL05426,2025-05-28,BOM-LHR,Airbus A350,256,1183.53,4,Clear,Routine,4
FL05427,2025-12-20,JFK-LHR,Airbus A350,184,1166.98,36,Clear,Routine,5
FL05428,2025-05-27,SIN-SYD,Airbus A320,320,1390.25,35,Clear,Routine,2
FL05429,2025-11-30,JFK-CDG,Airbus A320,138,735.15,3,Fog,Routine,1
FL05430,2025-02-15,JFK-LHR,Boeing 787,244,893.25,0,Fog,Delayed,5
FL05431,2025-11-20,JFK-LHR,Boeing 787,171,834.24,28,Storm,Routine,1
FL05432,2025-08-31,SIN-SYD,Airbus A350,165,1409.69,48,Rain,Delayed,5
FL05433,2025-08-28,JFK-CDG,Airbus A380,245,1211.66,35,Fog,Routine,3
FL05434,2025-02-16,DEL-SFO,Boeing 787,85,1289.3,5,Clear,Routine,1
FL05435,2025-05-21,JFK-LHR,Airbus A350,116,416.37,21,Clear,Routine,1
FL05436,2025-06-05,JFK-LHR,Boeing 777,182,1239.81,35,Rain,Cleared,2
FL05437,2025-01-06,JFK-CDG,Airbus A320,330,791.22,7,Fog,Delayed,4
FL05438,2025-07-10,DXB-LHR,Airbus A380,60,279.17,18,Clear,Routine,3
FL05439,2025-05-11,JFK-LHR,Airbus A350,267,325.11,9,Clear,Delayed,4
FL05440,2025-03-19,SFO-HND,Boeing 777,371,1097.38,6,Clear,Routine,1
FL05441,2025-05-30,JFK-CDG,Airbus A320,205,715.02,87,Clear,Urgent,1
FL05442,2025-03-04,JFK-LHR,Boeing 777,289,1335.14,60,Clear,Routine,4
FL05443,2025-12-18,SIN-SYD,Airbus A350,109,1167.84,14,Clear,Routine,5
FL05444,2025-07-09,BOM-LHR,Boeing 787,187,277.1,3,Fog,Routine,4
FL05445,2025-04-13,SFO-HND,Airbus A320,99,1108.61,32,Fog,Delayed,4
FL05446,2025-12-18,BOM-LHR,Boeing 777,216,490.44,7,Fog,Routine,5
FL05447,2025-08-08,BOM-LHR,Boeing 787,214,778.23,4,Clear,Routine,5
FL05448,2025-03-31,JFK-LHR,Airbus A380,368,1030.92,12,Clear,Delayed,5
FL05449,2025-02-03,SFO-HND,Airbus A350,238,1340.9,18,Clear,Routine,3
FL05450,2025-04-13,SFO-HND,Airbus A350,141,820.12,2,Fog,Routine,1
FL05451,2025-03-04,DXB-LHR,Airbus A320,343,1260.61,21,Clear,Delayed,1
FL05452,2025-08-04,BOM-LHR,Boeing 777,338,1228.71,0,Clear,Urgent,5
FL05453,2025-05-13,SFO-HND,Airbus A380,124,768.17,55,Clear,Delayed,5
FL05454,2025-07-12,DXB-LHR,Airbus A320,94,876.23,63,Clear,Routine,2
FL05455,2025-07-29,JFK-CDG,Airbus A320,102,1125.61,33,Clear,Routine,3
FL05456,2025-06-21,DXB-LHR,Boeing 777,224,288.94,15,Rain,Delayed,2
FL05457,2025-07-19,SIN-SYD,Airbus A380,210,1363.51,7,Clear,Routine,4
FL05458,2025-10-12,DEL-SFO,Boeing 777,116,1212.27,34,Clear,Routine,1
FL05459,2025-12-17,JFK-LHR,Airbus A350,319,561.77,67,Clear,Routine,1
FL05460,2025-08-21,JFK-CDG,Boeing 787,173,1476.47,4,Rain,Delayed,3
FL05461,2025-11-26,DEL-SFO,Airbus A350,231,474.24,15,Clear,Routine,4
FL05462,2025-06-30,DEL-SFO,Airbus A350,231,1392.61,9,Fog,Cleared,3
FL05463,2025-09-07,JFK-CDG,Airbus A320,85,655.59,11,Clear,Routine,2
FL05464,2025-10-17,SIN-SYD,Airbus A350,261,1203.93,13,Clear,Delayed,2
FL05465,2025-01-02,DXB-LHR,Airbus A380,183,820.47,75,Clear,Routine,1
FL05466,2025-12-31,JFK-LHR,Airbus A350,227,1170.58,7,Clear,Routine,3
FL05467,2025-05-10,DXB-LHR,Airbus A380,215,444.73,16,Snow,Routine,3
FL05468,2025-09-10,SFO-HND,Boeing 777,386,586.88,75,Fog,Delayed,4
FL05469,2025-06-25,DXB-LHR,Airbus A320,378,374.82,16,Storm,Routine,1
FL05470,2025-05-15,JFK-CDG,Airbus A380,376,1331.43,49,Clear,Routine,5
FL05471,2025-11-07,JFK-LHR,Airbus A350,95,620.37,1,Clear,Cleared,4
FL05472,2025-02-26,DXB-LHR,Airbus A320,205,1118.1,76,Fog,Routine,2
FL05473,2025-11-07,JFK-LHR,Airbus A320,285,1275.28,5,Clear,Cleared,3
FL05474,2025-01-18,JFK-LHR,Airbus A380,365,1376.77,97,Snow,Delayed,1
FL05475,2025-04-22,SFO-HND,Airbus A380,109,382.87,4,Fog,Routine,2
FL05476,2025-07-24,SFO-HND,Boeing 787,54,1366.27,14,Clear,Routine,2
FL05477,2025-05-17,JFK-CDG,Boeing 787,230,496.57,9,Clear,Routine,2
FL05478,2025-11-26,SIN-SYD,Airbus A320,194,1171.13,14,Rain,Routine,5
FL05479,2025-02-20,DEL-SFO,Boeing 787,364,1161.06,7,Clear,Routine,1
FL05480,2025-12-15,JFK-LHR,Airbus A350,314,260.63,84,Clear,Routine,2
FL05481,2025-04-10,SIN-SYD,Boeing 777,272,525.78,9,Clear,Routine,3
FL05482,2025-02-08,DEL-SFO,Airbus A320,350,864.89,26,Clear,Routine,5
FL05483,2025-10-27,DEL-SFO,Boeing 777,385,775.04,3,Rain,Routine,1
FL05484,2025-09-11,JFK-CDG,Boeing 787,286,1398.22,43,Clear,Routine,1
FL05485,2025-03-13,DEL-SFO,Airbus A380,62,699.68,19,Snow,Delayed,4
FL05486,2025-03-22,DEL-SFO,Airbus A320,388,1421.23,97,Fog,Routine,2
FL05487,2025-08-19,JFK-LHR,Boeing 787,317,824.29,13,Clear,Cleared,4
FL05488,2025-09-16,JFK-LHR,Airbus A350,315,1455.44,5,Snow,Routine,3
FL05489,2025-04-08,BOM-LHR,Airbus A320,65,1171.69,10,Clear,Delayed,1
FL05490,2025-05-02,SIN-SYD,Airbus A320,141,1286.67,33,Rain,Routine,1
FL05491,2025-07-24,DXB-LHR,Airbus A380,297,381.1,26,Fog,Routine,3
FL05492,2025-12-04,SFO-HND,Airbus A320,68,982.68,37,Clear,Routine,1
FL05493,2025-04-25,DXB-LHR,Airbus A380,152,428.38,1,Rain,Delayed,5
FL05494,2025-09-15,SIN-SYD,Boeing 787,144,622.03,21,Clear,Routine,4
FL05495,2025-05-24,SFO-HND,Airbus A350,332,1029.46,67,Snow,Routine,2
FL05496,2025-01-02,DXB-LHR,Airbus A350,262,1157.78,2,Rain,Routine,1
FL05497,2025-09-16,BOM-LHR,Airbus A320,86,298.98,2,Snow,Routine,4
FL05498,2025-08-06,SFO-HND,Airbus A320,110,913.68,31,Clear,Routine,1
FL05499,2025-01-19,JFK-LHR,Boeing 787,340,956.64,9,Rain,Routine,1
FL05500,2025-10-30,DXB-LHR,Airbus A380,352,348.53,26,Rain,Delayed,5
FL05501,2025-05-03,SFO-HND,Airbus A350,293,875.86,19,Clear,Routine,5
FL05502,2025-01-05,BOM-LHR,Airbus A380,360,1142.3,106,Clear,Routine,1
FL05503,2025-06-09,DEL-SFO,Boeing 787,393,316.53,54,Clear,Routine,4
FL05504,2025-03-27,SFO-HND,Airbus A350,55,1200.33,28,Clear,Routine,1
FL05505,2025-02-04,SFO-HND,Airbus A350,355,970.53,7,Clear,Routine,3
FL05506,2025-05-08,BOM-LHR,Boeing 777,214,1291.53,7,Clear,Delayed,1
FL05507,2025-11-16,DEL-SFO,Boeing 787,62,522.58,53,Storm,Routine,1
FL05508,2025-09-25,DXB-LHR,Boeing 787,74,1291.59,22,Fog,Routine,3
FL05509,2025-11-13,JFK-CDG,Boeing 777,273,368.2,38,Storm,Cleared,3
FL05510,2025-09-05,DXB-LHR,Airbus A380,172,754.79,14,Storm,Urgent,1
FL05511,2025-04-21,DEL-SFO,Boeing 777,178,499.36,2,Clear,Routine,5
FL05512,2025-09-10,SIN-SYD,Boeing 787,354,1345.03,10,Clear,Cleared,2
FL05513,2025-01-11,BOM-LHR,Airbus A380,171,1131.15,4,Fog,Routine,1
FL05514,2025-05-01,DXB-LHR,Airbus A350,84,281.7,38,Snow,Routine,1
FL05515,2025-06-04,SFO-HND,Boeing 777,132,261.9,30,Clear,Cleared,3
FL05516,2025-10-22,BOM-LHR,Airbus A380,358,614.06,2,Clear,Routine,3
FL05517,2025-11-21,JFK-LHR,Airbus A380,231,429.1,24,Clear,Routine,1
FL05518,2025-03-28,DEL-SFO,Airbus A380,125,1037.88,51,Clear,Routine,2
FL05519,2025-11-15,DXB-LHR,Boeing 777,153,1079.75,29,Clear,Routine,2
FL05520,2025-07-17,BOM-LHR,Airbus A350,281,1427.44,17,Fog,Routine,4
FL05521,2025-02-22,DXB-LHR,Airbus A380,352,1440.05,9,Rain,Routine,1
FL05522,2025-03-09,BOM-LHR,Boeing 777,92,1073.62,54,Clear,Routine,5
FL05523,2025-01-09,SFO-HND,Boeing 787,142,257.09,13,Clear,Routine,5
FL05524,2025-04-25,JFK-LHR,Boeing 777,193,698.75,48,Storm,Routine,1
FL05525,2025-08-16,JFK-LHR,Boeing 777,303,891.43,38,Clear,Routine,3
FL05526,2025-02-09,SIN-SYD,Boeing 777,127,873.97,42,Rain,Delayed,3
FL05527,2025-10-20,BOM-LHR,Airbus A380,312,1004.18,114,Clear,Delayed,1
FL05528,2025-07-28,DXB-LHR,Boeing 777,119,1450.69,34,Clear,Routine,4
FL05529,2025-07-19,JFK-LHR,Boeing 787,198,1356.49,0,Clear,Routine,1
FL05530,2025-10-05,DEL-SFO,Airbus A380,341,386.14,5,Fog,Routine,5
FL05531,2025-10-19,JFK-LHR,Boeing 787,263,582.48,0,Clear,Routine,2
FL05532,2025-12-14,JFK-CDG,Airbus A320,359,1291.39,5,Clear,Routine,3
FL05533,2025-03-05,JFK-CDG,Boeing 777,196,1280.38,1,Clear,Routine,1
FL05534,2025-03-15,JFK-LHR,Airbus A380,74,594.21,17,Rain,Routine,5
